,일자,시가,저가,고가,종가,거래량
0,2013-01-02,228933,225456,230919,225953,155593
1,2013-01-03,227443,217511,230422,219497,358689
2,2013-01-04,219994,219001,224960,224960,236307
3,2013-01-07,227939,227443,238865,238368,407678
4,2013-01-08,238368,234395,239858,235388,199924
5,2013-01-09,237375,230919,238368,231912,148921
6,2013-01-10,230422,223967,232409,227443,236880
7,2013-01-11,230422,223967,230919,226946,171260
8,2013-01-14,225953,223470,236878,235388,242988
9,2013-01-15,231912,227939,235388,232905,242323
10,2013-01-16,235388,229429,238368,230422,185753
11,2013-01-17,230919,228933,234395,232905,132807
12,2013-01-18,234395,230422,235388,235388,200428
13,2013-01-21,237375,234395,242341,241348,365171
14,2013-01-22,242341,239361,246314,244824,358374
15,2013-01-23,244824,242837,248300,245817,199678
16,2013-01-24,246810,243334,247307,245320,135110
17,2013-01-25,245320,238368,246810,246810,174093
18,2013-01-28,247803,244327,249293,247307,137629
19,2013-01-29,247803,238368,247803,240851,241326
20,2013-01-30,241348,239361,244824,242837,196417
21,2013-01-31,241348,237375,244824,239361,220659
22,2013-02-01,240354,240354,245320,244327,210603
23,2013-02-04,247803,239858,247803,241348,112823
24,2013-02-05,233899,227939,237375,229926,400888
25,2013-02-06,227939,219001,229429,224960,451240
26,2013-02-07,227443,221484,238368,231912,666037
27,2013-02-08,233402,233402,239361,234395,368069
28,2013-02-12,236382,230422,238865,233402,191415
29,2013-02-13,235885,234395,242341,241844,177442
30,2013-02-14,243334,239858,246810,241348,184740
31,2013-02-15,245320,241348,245320,244824,116996
32,2013-02-18,246314,242837,247307,243831,97579
33,2013-02-19,245320,242341,247307,246314,140660
34,2013-02-20,248300,248300,260715,259722,428708
35,2013-02-21,259722,256246,261708,259722,196680
36,2013-02-22,261212,259225,265184,261708,275362
37,2013-02-25,261708,258232,262701,260715,130955
38,2013-02-26,258729,258729,264191,262701,189596
39,2013-02-27,265184,259225,265681,262205,89593
40,2013-02-28,263695,257239,265184,261212,181375
41,2013-03-04,266674,266674,274123,273130,342669
42,2013-03-05,278096,272633,280579,272633,199331
43,2013-03-06,272137,268164,274123,268164,147672
44,2013-03-07,264688,261708,270150,266178,240607
45,2013-03-08,270647,267667,275116,272137,149605
46,2013-03-11,271144,258232,273627,262205,384568
47,2013-03-12,265184,257239,267171,259722,317081
48,2013-03-13,259722,255749,262701,262701,216157
49,2013-03-14,263198,259225,264191,261212,150500
50,2013-03-15,263695,261708,266178,261708,150671
51,2013-03-18,262701,259225,267667,262205,127147
52,2013-03-19,265184,264688,273130,271144,182534
53,2013-03-20,271640,265184,273130,267171,154053
54,2013-03-21,271640,267171,273130,269157,131341
55,2013-03-22,271640,268164,273627,273130,151815
56,2013-03-25,273130,267667,273130,268661,121703
57,2013-03-26,269654,264191,270150,264688,155247
58,2013-03-27,264688,261212,269157,268164,162944
59,2013-03-28,270150,266178,270150,266178,119243
60,2013-03-29,270150,268164,278096,275116,238811
61,2013-04-01,278096,276606,293491,292001,317442
62,2013-04-02,294980,285048,295477,285545,200592
63,2013-04-03,287531,278593,289021,285545,251211
64,2013-04-04,285545,280579,288525,284552,186296
65,2013-04-05,283559,281076,295974,284055,278426
66,2013-04-08,287035,272137,287035,275613,249895
67,2013-04-09,271640,262701,277103,275116,262719
68,2013-04-10,275613,268661,278096,270150,165919
69,2013-04-11,272137,268661,280082,278096,147668
70,2013-04-12,282069,281076,292497,290014,259436
71,2013-04-15,288525,285545,293491,285545,144054
72,2013-04-16,287035,284552,303423,302429,316834
73,2013-04-17,302429,292001,304912,293987,216754
74,2013-04-18,292994,287531,299450,288028,230092
75,2013-04-19,286538,286042,293987,289021,218691
76,2013-04-22,286042,284552,290014,287035,316072
77,2013-04-23,290014,282069,291504,289021,305368
78,2013-04-24,293987,286538,293987,287035,284123
79,2013-04-25,287035,284552,290014,287531,174788
80,2013-04-26,288028,284552,291008,284552,129673
81,2013-04-29,287531,283559,287531,285048,132356
82,2013-04-30,287531,287035,296470,293987,327711
83,2013-05-02,297960,296470,302926,297960,358904
84,2013-05-03,301436,294484,302926,296967,194679
85,2013-05-06,298457,294980,301436,294980,144805
86,2013-05-07,293491,292497,299450,293987,133158
87,2013-05-08,292994,292994,299946,298457,162507
88,2013-05-09,296470,284055,298953,286538,439364
89,2013-05-10,287035,287035,293491,288525,257878
90,2013-05-13,288525,279586,291008,290014,304829
91,2013-05-14,284055,283062,289518,287035,247769
92,2013-05-15,286042,284055,293987,291008,402398
93,2013-05-16,294980,294484,317824,312858,448590
94,2013-05-20,313851,310872,321300,310872,263516
95,2013-05-21,313851,312858,320804,316831,217819
96,2013-05-22,317824,313851,319314,314844,203548
97,2013-05-23,312361,305906,313355,306899,224604
98,2013-05-24,311368,306402,313355,310872,155748
99,2013-05-27,307395,306899,312361,309878,94186
100,2013-05-28,312361,310872,318817,312858,226921
101,2013-05-29,312858,311368,316334,315838,139513
102,2013-05-30,313355,303423,313851,304912,283673
103,2013-05-31,306899,298457,309878,302926,175941
104,2013-06-03,302926,295974,302926,295974,206806
105,2013-06-04,295974,290511,298457,290511,227504
106,2013-06-05,292497,290511,297463,293987,288030
107,2013-06-07,297960,284552,298953,288028,245299
108,2013-06-10,288028,286538,294980,292994,117815
109,2013-06-11,291504,289518,298953,298953,180162
110,2013-06-12,297463,289518,298953,290511,125996
111,2013-06-13,288525,277599,289518,277599,388950
112,2013-06-14,281076,277599,283559,279089,185728
113,2013-06-17,281076,269654,282069,278593,197716
114,2013-06-18,278096,271640,286538,285048,231725
115,2013-06-19,287531,276110,287531,277599,118913
116,2013-06-20,269157,265184,271144,268661,264112
117,2013-06-21,261708,261212,273130,273130,166461
118,2013-06-24,270647,267171,274620,269157,102748
119,2013-06-25,271144,263198,275116,267667,179909
120,2013-06-26,274123,269157,276110,274123,174730
121,2013-06-27,278096,275116,282565,275116,223796
122,2013-06-28,277599,276606,291008,288525,332434
123,2013-07-01,286042,282069,291008,288028,137686
124,2013-07-02,288525,285545,297463,291008,198741
125,2013-07-03,294980,288028,299450,289518,174516
126,2013-07-04,289518,283559,290511,288525,161357
127,2013-07-05,289021,285048,292994,286042,99368
128,2013-07-08,286042,285048,292001,288525,119589
129,2013-07-09,292001,285048,293491,293491,108398
130,2013-07-10,294484,277103,294980,278096,363148
131,2013-07-11,282565,282069,290014,288028,184989
132,2013-07-12,285545,282069,288028,288028,155196
133,2013-07-15,286538,280082,286538,284552,124690
134,2013-07-16,286042,283062,293491,290511,137913
135,2013-07-17,290511,286042,293491,291008,122372
136,2013-07-18,290014,285545,294484,286042,168845
137,2013-07-19,285048,280082,286538,281076,190762
138,2013-07-22,284055,275116,284552,275613,213431
139,2013-07-23,277103,275613,283559,281572,240589
140,2013-07-24,283062,269157,284055,274123,381626
141,2013-07-25,276110,274620,283062,278096,391121
142,2013-07-26,286538,284552,300940,298953,684426
143,2013-07-29,297960,286042,300443,291504,1258246
144,2013-07-30,291504,291504,291504,291504,0
145,2013-07-31,291504,291504,291504,291504,0
146,2013-08-01,291504,291504,291504,291504,0
147,2013-08-02,291504,291504,291504,291504,0
148,2013-08-05,291504,291504,291504,291504,0
149,2013-08-06,291504,291504,291504,291504,0
150,2013-08-07,291504,291504,291504,291504,0
151,2013-08-08,291504,291504,291504,291504,0
152,2013-08-09,291504,291504,291504,291504,0
153,2013-08-12,291504,291504,291504,291504,0
154,2013-08-13,291504,291504,291504,291504,0
155,2013-08-14,291504,291504,291504,291504,0
156,2013-08-16,291504,291504,291504,291504,0
157,2013-08-19,291504,291504,291504,291504,0
158,2013-08-20,291504,291504,291504,291504,0
159,2013-08-21,291504,291504,291504,291504,0
160,2013-08-22,291504,291504,291504,291504,0
161,2013-08-23,291504,291504,291504,291504,0
162,2013-08-26,291504,291504,291504,291504,0
163,2013-08-27,291504,291504,291504,291504,0
164,2013-08-28,291504,291504,291504,291504,0
165,2013-08-29,460000,431000,491500,480000,2021372
166,2013-08-30,474000,446500,474000,446500,752698
167,2013-09-02,446500,446500,458500,449500,329233
168,2013-09-03,447500,443000,452000,443000,257085
169,2013-09-04,442000,432500,448500,437000,278622
170,2013-09-05,441000,440500,459500,456500,292076
171,2013-09-06,460000,448000,463000,456500,156276
172,2013-09-09,460000,460000,494000,486000,400716
173,2013-09-10,500000,491500,520000,520000,368758
174,2013-09-11,513000,502000,520000,512000,370812
175,2013-09-12,523000,522000,535000,525000,574147
176,2013-09-13,521000,513000,531000,521000,198641
177,2013-09-16,538000,518000,542000,529000,198212
178,2013-09-17,521000,520000,530000,524000,175903
179,2013-09-23,531000,531000,540000,540000,340548
180,2013-09-24,540000,535000,544000,543000,240406
181,2013-09-25,555000,549000,561000,555000,276352
182,2013-09-26,550000,536000,557000,553000,221180
183,2013-09-27,552000,550000,558000,555000,126677
184,2013-09-30,550000,548000,560000,557000,159608
185,2013-10-01,555000,552000,564000,557000,151553
186,2013-10-02,557000,547000,559000,554000,184024
187,2013-10-04,547000,534000,553000,547000,236514
188,2013-10-07,550000,544000,561000,548000,183850
189,2013-10-08,553000,543000,572000,572000,179651
190,2013-10-10,569000,561000,572000,568000,431058
191,2013-10-11,577000,572000,585000,582000,325979
192,2013-10-14,580000,577000,590000,580000,191530
193,2013-10-15,595000,595000,639000,632000,317347
194,2013-10-16,627000,594000,630000,595000,479503
195,2013-10-17,605000,592000,616000,610000,306522
196,2013-10-18,620000,619000,658000,640000,405828
197,2013-10-21,655000,651000,687000,665000,404139
198,2013-10-22,667000,646000,668000,655000,222701
199,2013-10-23,650000,611000,653000,618000,351174
200,2013-10-24,618000,608000,631000,618000,232384
201,2013-10-25,625000,601000,634000,607000,278875
202,2013-10-28,611000,606000,638000,638000,215861
203,2013-10-29,635000,618000,635000,630000,197043
204,2013-10-30,629000,608000,630000,630000,195459
205,2013-10-31,620000,590000,623000,597000,452214
206,2013-11-01,590000,587000,613000,605000,172568
207,2013-11-04,606000,586000,610000,586000,152787
208,2013-11-05,587000,587000,604000,597000,163233
209,2013-11-06,600000,578000,604000,580000,185984
210,2013-11-07,580000,566000,592000,583000,305956
211,2013-11-08,593000,560000,596000,560000,260888
212,2013-11-11,572000,562000,583000,580000,186469
213,2013-11-12,587000,579000,617000,614000,198410
214,2013-11-13,612000,590000,619000,600000,147703
215,2013-11-14,613000,607000,627000,620000,178801
216,2013-11-15,627000,612000,627000,627000,141299
217,2013-11-18,630000,617000,631000,625000,88570
218,2013-11-19,609000,607000,618000,618000,186171
219,2013-11-20,647000,622000,647000,630000,220581
220,2013-11-21,630000,619000,636000,625000,118269
221,2013-11-22,631000,621000,639000,636000,115473
222,2013-11-25,639000,636000,648000,636000,127479
223,2013-11-26,638000,631000,651000,635000,177117
224,2013-11-27,638000,627000,663000,663000,173092
225,2013-11-28,677000,675000,708000,696000,314991
226,2013-11-29,700000,682000,702000,692000,118937
227,2013-12-02,692000,683000,699000,687000,91407
228,2013-12-03,686000,683000,706000,686000,155123
229,2013-12-04,684000,667000,694000,673000,132496
230,2013-12-05,681000,672000,689000,676000,168092
231,2013-12-06,681000,680000,719000,710000,185636
232,2013-12-09,712000,705000,719000,709000,155213
233,2013-12-10,713000,703000,728000,709000,165716
234,2013-12-11,720000,709000,722000,717000,97273
235,2013-12-12,718000,705000,724000,714000,106611
236,2013-12-13,722000,700000,728000,703000,199074
237,2013-12-16,708000,701000,715000,708000,129241
238,2013-12-17,714000,712000,740000,732000,173970
239,2013-12-18,732000,706000,735000,710000,236337
240,2013-12-19,722000,711000,736000,730000,167957
241,2013-12-20,739000,721000,742000,736000,139824
242,2013-12-23,742000,734000,745000,740000,127860
243,2013-12-24,750000,734000,751000,734000,136578
244,2013-12-26,734000,713000,735000,714000,168497
245,2013-12-27,723000,721000,740000,734000,105659
246,2013-12-30,717000,716000,727000,724000,117875
247,2014-01-02,739000,724000,742000,725000,110009
248,2014-01-03,725000,694000,725000,699000,220469
249,2014-01-06,705000,691000,713000,699000,185826
250,2014-01-07,701000,699000,708000,700000,144233
251,2014-01-08,714000,686000,727000,700000,228388
252,2014-01-09,695000,671000,698000,671000,213980
253,2014-01-10,662000,662000,692000,690000,198161
254,2014-01-13,695000,664000,701000,670000,189724
255,2014-01-14,668000,662000,686000,667000,196391
256,2014-01-15,674000,667000,695000,693000,157559
257,2014-01-16,704000,701000,721000,720000,161840
258,2014-01-17,720000,708000,721000,715000,93805
259,2014-01-20,715000,714000,728000,717000,73545
260,2014-01-21,716000,698000,716000,700000,111129
261,2014-01-22,700000,693000,705000,704000,118586
262,2014-01-23,704000,695000,709000,700000,62770
263,2014-01-24,704000,675000,704000,679000,337903
264,2014-01-27,651000,643000,669000,659000,284528
265,2014-01-28,660000,658000,678000,677000,111497
266,2014-01-29,680000,672000,686000,675000,137304
267,2014-02-03,682000,675000,692000,676000,167725
268,2014-02-04,660000,658000,673000,666000,135734
269,2014-02-05,674000,670000,691000,689000,152309
270,2014-02-06,720000,717000,759000,739000,428072
271,2014-02-07,751000,731000,755000,751000,186951
272,2014-02-10,749000,734000,753000,734000,132548
273,2014-02-11,738000,732000,747000,737000,98646
274,2014-02-12,743000,731000,745000,741000,68665
275,2014-02-13,741000,731000,748000,748000,97347
276,2014-02-14,748000,742000,756000,750000,104309
277,2014-02-17,758000,747000,767000,749000,97916
278,2014-02-18,753000,742000,755000,752000,52034
279,2014-02-19,752000,741000,757000,750000,74998
280,2014-02-20,718000,687000,732000,689000,689602
281,2014-02-21,688000,687000,719000,705000,482903
282,2014-02-24,713000,675000,714000,684000,261609
283,2014-02-25,692000,685000,744000,735000,481506
284,2014-02-26,752000,743000,760000,760000,353521
285,2014-02-27,760000,748000,799000,792000,279006
286,2014-02-28,804000,798000,820000,817000,286484
287,2014-03-03,810000,794000,827000,813000,266398
288,2014-03-04,808000,807000,826000,822000,94149
289,2014-03-05,833000,830000,857000,852000,149905
290,2014-03-06,880000,832000,880000,836000,205735
291,2014-03-07,840000,824000,849000,826000,122436
292,2014-03-10,833000,830000,857000,853000,132318
293,2014-03-11,864000,840000,877000,850000,110850
294,2014-03-12,846000,812000,854000,812000,187692
295,2014-03-13,814000,812000,839000,837000,157489
296,2014-03-14,818000,799000,832000,810000,183126
297,2014-03-17,803000,792000,822000,801000,131136
298,2014-03-18,813000,796000,827000,819000,132649
299,2014-03-19,833000,825000,850000,833000,130911
300,2014-03-20,838000,812000,844000,815000,114445
301,2014-03-21,815000,794000,819000,804000,123767
302,2014-03-24,805000,804000,835000,834000,95084
303,2014-03-25,811000,787000,819000,792000,255123
304,2014-03-26,797000,770000,801000,797000,163658
305,2014-03-27,767000,759000,779000,773000,309056
306,2014-03-28,768000,765000,785000,780000,193305
307,2014-03-31,781000,766000,784000,774000,158323
308,2014-04-01,770000,768000,784000,780000,158804
309,2014-04-02,793000,789000,811000,805000,209329
310,2014-04-03,807000,798000,815000,803000,123499
311,2014-04-04,779000,779000,796000,790000,161559
312,2014-04-07,764000,736000,769000,739000,443232
313,2014-04-08,723000,720000,749000,742000,275706
314,2014-04-09,759000,748000,761000,748000,158217
315,2014-04-10,775000,756000,777000,765000,193150
316,2014-04-11,735000,734000,744000,741000,172831
317,2014-04-14,738000,735000,752000,743000,99708
318,2014-04-15,748000,731000,751000,734000,114950
319,2014-04-16,740000,738000,753000,750000,124110
320,2014-04-17,750000,730000,750000,737000,144491
321,2014-04-18,739000,738000,755000,750000,120779
322,2014-04-21,752000,749000,759000,757000,48567
323,2014-04-22,774000,767000,793000,793000,196086
324,2014-04-23,798000,780000,798000,780000,92763
325,2014-04-24,790000,775000,797000,777000,118003
326,2014-04-25,770000,744000,776000,748000,157838
327,2014-04-28,737000,727000,740000,734000,134655
328,2014-04-29,727000,726000,739000,730000,99445
329,2014-04-30,734000,730000,743000,738000,121174
330,2014-05-02,747000,739000,751000,739000,114257
331,2014-05-07,726000,710000,735000,731000,154821
332,2014-05-08,732000,705000,740000,705000,292020
333,2014-05-09,699000,675000,708000,691000,410148
334,2014-05-12,693000,693000,723000,719000,195021
335,2014-05-13,740000,732000,750000,749000,205812
336,2014-05-14,743000,739000,758000,758000,158199
337,2014-05-15,761000,757000,776000,762000,211820
338,2014-05-16,757000,744000,765000,752000,158975
339,2014-05-19,748000,727000,755000,735000,142060
340,2014-05-20,736000,736000,757000,756000,114076
341,2014-05-21,750000,749000,779000,773000,171725
342,2014-05-22,780000,772000,788000,778000,131424
343,2014-05-23,778000,772000,780000,776000,53916
344,2014-05-26,749000,742000,766000,745000,209440
345,2014-05-27,744000,742000,761000,755000,134968
346,2014-05-28,758000,755000,778000,778000,121774
347,2014-05-29,778000,768000,784000,772000,106209
348,2014-05-30,774000,758000,783000,758000,113376
349,2014-06-02,759000,756000,766000,762000,50439
350,2014-06-03,758000,742000,761000,755000,112910
351,2014-06-05,774000,741000,775000,743000,106172
352,2014-06-09,757000,752000,774000,768000,134714
353,2014-06-10,766000,757000,788000,783000,145162
354,2014-06-11,788000,780000,800000,786000,149648
355,2014-06-12,793000,788000,803000,795000,118596
356,2014-06-13,793000,780000,793000,785000,57578
357,2014-06-16,778000,772000,794000,794000,54346
358,2014-06-17,794000,777000,794000,780000,74952
359,2014-06-18,775000,763000,779000,775000,74605
360,2014-06-19,779000,769000,787000,777000,74778
361,2014-06-20,775000,775000,787000,787000,99910
362,2014-06-23,792000,787000,826000,826000,211054
363,2014-06-24,822000,820000,833000,825000,112720
364,2014-06-25,828000,817000,840000,822000,60800
365,2014-06-26,825000,825000,850000,849000,122850
366,2014-06-27,840000,828000,844000,832000,74199
367,2014-06-30,842000,824000,842000,835000,74129
368,2014-07-01,828000,824000,849000,844000,60261
369,2014-07-02,853000,843000,865000,847000,86204
370,2014-07-03,840000,827000,840000,830000,96000
371,2014-07-04,835000,810000,837000,819000,115476
372,2014-07-07,820000,816000,831000,831000,39327
373,2014-07-08,831000,815000,832000,831000,55028
374,2014-07-09,815000,803000,820000,805000,100753
375,2014-07-10,812000,805000,818000,807000,56395
376,2014-07-11,799000,788000,807000,793000,81023
377,2014-07-14,796000,793000,811000,808000,52160
378,2014-07-15,814000,812000,828000,827000,77728
379,2014-07-16,843000,795000,843000,799000,199405
380,2014-07-17,801000,780000,805000,782000,181944
381,2014-07-18,780000,761000,785000,783000,146542
382,2014-07-21,792000,763000,793000,766000,145569
383,2014-07-22,770000,767000,783000,783000,82320
384,2014-07-23,783000,753000,787000,759000,189601
385,2014-07-24,755000,750000,768000,754000,162223
386,2014-07-25,758000,754000,769000,757000,140486
387,2014-07-28,759000,757000,767000,764000,97017
388,2014-07-29,758000,729000,760000,734000,202253
389,2014-07-30,745000,733000,779000,769000,261185
390,2014-07-31,779000,737000,785000,749000,311071
391,2014-08-01,738000,736000,775000,764000,146637
392,2014-08-04,773000,770000,784000,783000,118708
393,2014-08-05,788000,753000,789000,762000,148673
394,2014-08-06,760000,746000,760000,757000,97729
395,2014-08-07,753000,736000,757000,745000,85897
396,2014-08-08,755000,751000,770000,769000,142744
397,2014-08-11,780000,755000,780000,760000,75513
398,2014-08-12,767000,762000,782000,771000,115761
399,2014-08-13,771000,770000,801000,800000,205384
400,2014-08-14,800000,785000,805000,794000,91178
401,2014-08-18,800000,789000,803000,794000,75004
402,2014-08-19,804000,794000,811000,800000,95305
403,2014-08-20,804000,784000,807000,789000,77670
404,2014-08-21,780000,758000,783000,759000,129827
405,2014-08-22,759000,759000,777000,774000,48959
406,2014-08-25,780000,769000,783000,777000,46589
407,2014-08-26,784000,772000,786000,779000,52850
408,2014-08-27,777000,772000,796000,780000,70426
409,2014-08-28,780000,765000,783000,765000,64869
410,2014-08-29,769000,764000,778000,768000,69184
411,2014-09-01,768000,763000,776000,765000,26696
412,2014-09-02,763000,761000,771000,763000,51547
413,2014-09-03,763000,750000,765000,750000,86429
414,2014-09-04,750000,746000,755000,750000,86155
415,2014-09-05,750000,719000,754000,725000,155529
416,2014-09-11,720000,698000,723000,699000,266115
417,2014-09-12,705000,702000,728000,708000,179026
418,2014-09-15,706000,705000,720000,710000,63734
419,2014-09-16,710000,708000,734000,727000,118741
420,2014-09-17,749000,736000,750000,743000,104565
421,2014-09-18,801000,766000,805000,790000,417288
422,2014-09-19,786000,783000,800000,792000,144178
423,2014-09-22,785000,765000,796000,790000,150178
424,2014-09-23,769000,767000,834000,834000,347351
425,2014-09-24,824000,817000,842000,833000,220027
426,2014-09-25,828000,808000,834000,808000,131697
427,2014-09-26,800000,798000,828000,821000,100326
428,2014-09-29,821000,815000,850000,830000,156267
429,2014-09-30,813000,805000,819000,807000,515075
430,2014-10-01,803000,783000,820000,804000,144274
431,2014-10-02,792000,791000,814000,792000,104218
432,2014-10-06,793000,775000,799000,779000,102026
433,2014-10-07,779000,763000,788000,770000,74280
434,2014-10-08,769000,768000,789000,784000,99421
435,2014-10-10,773000,735000,776000,740000,205304
436,2014-10-13,739000,723000,770000,756000,143556
437,2014-10-14,756000,735000,759000,758000,133571
438,2014-10-15,757000,748000,782000,782000,113563
439,2014-10-16,765000,765000,795000,785000,115895
440,2014-10-17,785000,766000,798000,766000,73099
441,2014-10-20,771000,766000,794000,784000,48156
442,2014-10-21,780000,776000,800000,796000,72054
443,2014-10-22,799000,793000,812000,798000,94322
444,2014-10-23,800000,786000,808000,794000,57991
445,2014-10-24,794000,767000,798000,780000,50995
446,2014-10-27,781000,773000,785000,777000,46736
447,2014-10-28,782000,775000,806000,804000,63796
448,2014-10-29,811000,773000,811000,778000,120100
449,2014-10-30,780000,736000,789000,750000,254595
450,2014-10-31,755000,747000,760000,754000,140379
451,2014-11-03,745000,744000,759000,749000,115640
452,2014-11-04,749000,741000,759000,751000,124990
453,2014-11-05,758000,746000,767000,765000,92243
454,2014-11-06,766000,742000,766000,746000,91563
455,2014-11-07,740000,731000,750000,743000,103613
456,2014-11-10,737000,737000,750000,743000,87479
457,2014-11-11,740000,739000,751000,742000,117817
458,2014-11-12,750000,738000,758000,749000,128975
459,2014-11-13,745000,745000,765000,763000,97441
460,2014-11-14,762000,754000,774000,761000,71797
461,2014-11-17,754000,750000,762000,761000,68779
462,2014-11-18,761000,759000,788000,781000,98698
463,2014-11-19,789000,780000,790000,787000,104763
464,2014-11-20,782000,782000,791000,789000,53442
465,2014-11-21,786000,763000,788000,763000,79582
466,2014-11-24,766000,742000,770000,750000,156481
467,2014-11-25,751000,750000,762000,753000,73558
468,2014-11-26,749000,749000,758000,753000,44541
469,2014-11-27,750000,741000,756000,745000,91984
470,2014-11-28,742000,742000,758000,756000,37003
471,2014-12-01,746000,730000,758000,738000,107284
472,2014-12-02,741000,729000,742000,733000,58226
473,2014-12-03,729000,728000,737000,734000,47945
474,2014-12-04,732000,730000,738000,736000,95206
475,2014-12-05,736000,731000,737000,736000,72699
476,2014-12-08,732000,730000,736000,730000,55735
477,2014-12-09,731000,726000,736000,726000,75223
478,2014-12-10,730000,701000,732000,711000,99553
479,2014-12-11,702000,702000,713000,704000,75232
480,2014-12-12,713000,703000,720000,713000,88672
481,2014-12-15,705000,702000,728000,722000,49522
482,2014-12-16,723000,719000,735000,729000,68565
483,2014-12-17,739000,721000,739000,729000,69486
